O235	I959	-0.0011203060954223807
B909	7171	-0.0011203321835863312
I842	9775	-0.0011203429049846897
O985	8749	-0.0011204568517965497
N946	J398	-0.0011205719153567198
O619	K089	-0.0011206306643684455
Z479	K297	-0.0011214916167844985
O120	9616	-0.0011215252538132347
Z099	J180	-0.001121844056579831
Z368	N390	-0.00112213677578834
Z360	R202	-0.0011225070553938742
O479	O120	-0.0011232973233720903
I842	E780	-0.001123833857000763
P229	O149	-0.0011238792062241785
9139	6909	-0.0011239236033193968
K529	9131	-0.0011247223878292235
N832	B379	-0.0011254374534247706
Z014	J680	-0.001125697400683756
Z369	8876	-0.001126816520880666
T384	O321	-0.0011273120022802494
K073	697	-0.0011274200709712782
O345	J680	-0.0011287071358324866
N760	8878	-0.0011300033719990514
O262	D500	-0.00113009169667078
Q501	H521	-0.001130145660945634
J40	6909	-0.0011302634370060616
N946	B909	-0.0011308240839486385
O311	D259	-0.001131631876574023
H663	9775	-0.0011316430553567163
O860	K029	-0.0011329631484355565
Z508	O141	-0.0011332979770718862
O363	J398	-0.0011333582162537299
Z000	R202	-0.0011337842886727063
J40	H531	-0.001134360584870739
H663	E780	-0.0011351692182716524
I959	causal_A10	-0.001135237204785158
N920	I959	-0.0011364190909105205
Z099	O632	-0.001136719257555264
I219	897	-0.0011387385934460308
9389	897	-0.0011391875567114914
O311	9789	-0.0011392215937289563
H531	9616	-0.001139304688004204
Z305	Z018	-0.0011394078749482751
R53	I842	-0.0011407443955195541
R12	O619	-0.0011410933441445253
O479	H531	-0.0011411048500163752
Z301	Q501	-0.0011414316183781742
I959	H811	-0.001143369717422245
O363	B909	-0.0011437273673529152
O985	I959	-0.001145637865882734
N390	K089	-0.0011476764551389376
Z018	causal_A03	-0.0011480534670175243
Z018	O411	-0.0011486942726351781
P229	9764	-0.0011491910230558985
O610	N832	-0.0011502860239312465
Z018	N760	-0.0011504031159790843
Z320	B379	-0.0011504479881034578
Z014	O860	-0.0011504648978974874
Z719	9783	-0.0011512004855358808
Z090	O311	-0.0011517551388539183
R53	H663	-0.0011522503220942962
L209	J398	-0.0011532693739799852
Z354	causal_A03	-0.0011532805831935464
O860	O345	-0.0011535408529796541
Z354	O411	-0.0011539243064140564
K073	H521	-0.0011553603093069345
O632	B373	-0.0011554686563845637
O991	H521	-0.0011555897379345224
Z354	N760	-0.0011556409301635838
O469	O311	-0.0011570622385426719
Z038	H531	-0.001157188984434983
O262	H522	-0.0011581847483283954
O342	N342	-0.0011586351175919291
Z710	734	-0.0011589405031095245
Z508	J069	-0.001159515600064732
Z012	9131	-0.0011601205741488033
N342	9921	-0.0011605193157764367
J680	8879	-0.00116053280269798
R69	O150	-0.001161747815236366
Z099	I842	-0.0011623780100229143
Z355	O622	-0.0011624713342331691
Z368	J180	-0.0011627422589435363
R202	K291	-0.0011636879013661422
L209	B909	-0.0011638206932630955
O120	9716	-0.001164436008179329
O13	L024	-0.0011648462959009595
R202	O610	-0.0011648573474378422
Z710	9131	-0.0011649938382785694
R69	O991	-0.0011659031347821896
Z018	O235	-0.0011659156845782574
K089	J459	-0.001166862346122469
Z301	K073	-0.0011668980674310445
O262	I849	-0.001168145438617757
R12	N390	-0.001168632990186374
G439	9131	-0.0011688749433469232
O622	I219	-0.0011689098017683593
9131	8749	-0.0011692495646893446
O622	9389	-0.0011693706604498923
Z305	H669	-0.0011705152487997278
Z308	O262	-0.0011708025258316507
Z380	K089	-0.0011708523974335553
Z354	O235	-0.0011712241278799686
J459	G439	-0.0011715316195747311
R202	6909	-0.0011720131714508244
J180	9616	-0.0011737246790653672
Z099	H663	-0.001174102140415434
O140	K089	-0.0011743481433079325
Z508	O410	-0.0011753134830289602
O479	J180	-0.001175579226491832
Q501	O619	-0.0011759596326696188
N390	causal_A06	-0.001176588159274866
O365	O311	-0.0011771154673634251
O109	I500	-0.0011777959989332735
I500	H527	-0.0011779221581413484
O440	I219	-0.0011787369392282489
O600	J680	-0.001178833143933901
K089	9139	-0.001178911028405915
O440	9389	-0.0011792016723884218
H669	causal_A03	-0.0011793968772058055
O411	H669	-0.0011800551776797832
P229	A09	-0.0011806125993911423
Z305	9394	-0.0011813762056611806
Z018	causal_A10	-0.0011814546651008713
I842	B373	-0.0011815506322456167
N760	H669	-0.0011818106747582351
Z018	N920	-0.0011826846678375015
H531	9716	-0.0011828957025088026
J398	8876	-0.0011834486981951047
R202	N832	-0.0011838310524896465
O632	J40	-0.0011841267874323617
Z369	O901	-0.0011845039499713123
M545	J398	-0.001185308188913343
T384	9396	-0.0011854528513046319
J680	J060	-0.0011855551340016455
O860	8879	-0.001186066745426457
O120	8602	-0.0011860835133689007
K529	I500	-0.0011867005296020412
Z354	causal_A10	-0.0011868338577660676
O120	7171	-0.0011869594008876675
P229	7534	-0.0011871504613668916
Z354	N920	-0.0011880694607414686
R12	J459	-0.0011881692149200394
O632	9616	-0.0011892877962305516
Z305	M069	-0.0011893723805509124
Z018	H811	-0.001189918266320583
causal_A03	9394	-0.0011903402447659402
K089	598	-0.001190721597163668
O411	9394	-0.0011910046534736338
O632	O479	-0.0011911669342138805
Z038	J180	-0.0011921492851570718
Z380	R12	-0.0011922321244292773
Z018	O985	-0.0011922787550083613
O262	9775	-0.0011926054253065118
N760	9394	-0.001192776439422424
J680	causal_A06	-0.001192779129849871
H663	B373	-0.0011934681440681986
B909	8876	-0.0011942761296254926
K290	J398	-0.001194362301366071
Z354	H811	-0.001195335993973961
I959	9131	-0.0011955271404112445
R12	O140	-0.0011957917025239016
M545	B909	-0.001196152632913957
O268	9783	-0.0011961981794146503
O262	E780	-0.0011963215449750267
Z354	O985	-0.0011977072300271348
O235	H669	-0.0011977467574304825
Z479	O321	-0.0011979011617501234
causal_A11	9783	-0.0011980178378160767
O120	N946	-0.001198075264510548
M069	causal_A03	-0.0011983970929862488
O411	M069	-0.0011990659987618742
L024	9904	-0.0011993944547912248
R12	9139	-0.001200437905749144
Z360	O311	-0.001200564015273556
Z368	P229	-0.0012007575523092216
N760	M069	-0.001200849777087186
Z305	D500	-0.0012009339114748925
O619	K073	-0.001202196435280577
Q501	N390	-0.0012043407569654956
O860	O600	-0.001204769729195145
H531	8602	-0.0012048863835650687
K290	B909	-0.0012052895818970512
H531	7171	-0.0012057761564428454
O149	L024	-0.0012076945359705867
Z038	O632	-0.0012079567051857371
O235	9394	-0.001208860389549801
Z300	9783	-0.00120932060593204
D500	causal_A03	-0.001210046350421937
Z320	R202	-0.0012101392649071703
Z719	R69	-0.001210471998308098
O411	D500	-0.0012107217584265528
J40	I842	-0.001210855652917999
Z355	B379	-0.0012111876683613312
O860	J060	-0.001211639615905539
O363	O120	-0.0012117459184194403
Z309	R202	-0.0012118504538581219
R12	598	-0.0012124641351061653
N760	D500	-0.0012125228763285529
Z000	O311	-0.0012126254454419554
H669	causal_A10	-0.001213709973106195
Z309	K291	-0.0012146079892255159
N920	H669	-0.0012149735565808806
K029	9783	-0.0012159983332926839
I842	9616	-0.001216133159297564
O235	M069	-0.00121704259183476
N946	H531	-0.0012170682388120998
O479	I842	-0.0012180547143817535
T384	K30	-0.001218623493807217
J180	9716	-0.0012186326392062722
O860	causal_A06	-0.0012190225534872224
H811	734	-0.001221329255055879
H811	H669	-0.001222404642073749
J40	H663	-0.0012230687449060415
Z012	I500	-0.0012240493428786084
Q501	J459	-0.0012244739141535818
O985	H669	-0.0012248295752886307
causal_A10	9394	-0.0012249717244347022
N920	9394	-0.0012262470324316279
H663	9616	-0.001228399481967531
Z380	Q501	-0.0012286609665171189
O235	D500	-0.0012288730965570795
Z710	I500	-0.0012291911495962155
O479	H663	-0.0012303404184916735
Z305	H522	-0.0012307880361513142
O363	H531	-0.0012309556123070258
N390	K073	-0.0012312107700505144
B379	697	-0.0012313604840945992
Q501	O140	-0.0012323293080771264
O120	L209	-0.0012330342134699982
M069	causal_A10	-0.001233262976700999
I500	G439	-0.0012332861240353416
H811	9394	-0.0012337470693472219
Z014	9783	-0.0012347827908488589
O632	9716	-0.001234791217861041
L024	9764	-0.001234894027446228
O109	H527	-0.0012351811071210893
K089	I10	-0.001235221902599237
Z038	I842	-0.001235223474781786
O985	9394	-0.0012361945029927689
Q501	9139	-0.0012371174767887591
Z099	O262	-0.0012373518097329008
O345	9783	-0.0012380841835377707
O150	J398	-0.0012388725812078221
J680	D259	-0.0012396724570866273
H522	causal_A03	-0.0012401270020449295
O411	H522	-0.0012408192000786498
J180	8602	-0.0012412876895521372
Z305	I849	-0.0012413731336165916
M069	H811	-0.0012420977177600419
J180	7171	-0.0012422043437126445
N760	H522	-0.0012426650921259809
O991	J398	-0.0012433037592949768
O901	O342	-0.0012436634464662048
Z308	Z305	-0.0012441967860245453
O109	K529	-0.0012443861963567014
K529	H527	-0.0012445194883492496
O985	M069	-0.0012445617169257672
O311	K291	-0.0012446084972652682
D500	causal_A10	-0.0012452511549022715
O901	9921	-0.0012456859196100021
O610	O311	-0.0012458592643538008
N920	D500	-0.0012465475756447257
Z038	H663	-0.001247682348706423
J680	9789	-0.0012479867892567825
O411	O410	-0.0012485986985920512
Q501	598	-0.0012495111695014448
Z354	9131	-0.0012498639774387733
O150	B909	-0.0012502070885223571
I849	causal_A03	-0.0012507924170419324
O13	I219	-0.0012513088639827415
O411	I849	-0.0012514905681615903
K073	J459	-0.0012517931175491357
O13	9389	-0.0012518022096193351
L209	H531	-0.001252581388691914
N760	I849	-0.001253352335363566
O311	6909	-0.0012535126904710408
Z308	causal_A03	-0.0012536374947456916
N946	J180	-0.0012538375757104512
H811	D500	-0.0012541717758180525
Z308	O411	-0.0012543372338902467
O991	B909	-0.001254678807676786
Z380	K073	-0.0012560735871186702
Z308	N760	-0.0012562032359048102
O985	D500	-0.0012566597267752821
N946	J060	-0.001257400356355046
O632	8602	-0.0012577466650623068
R69	O268	-0.0012577864748930998
K089	897	-0.0012580089168429136
O632	7171	-0.00125867547368438
O235	H522	-0.0012594217639591645
Z479	9396	-0.0012596826299265227
R69	causal_A11	-0.0012596998215056484
O140	K073	-0.0012598237729481924
I959	I500	-0.001261406997872118
H521	B379	-0.001261876621150506
I842	9716	-0.0012626637131950178
T384	734	-0.001264179605206392
K073	9139	-0.0012647187703560068
O120	8876	-0.001265300863516057
O311	N832	-0.0012661523639949704
Z320	Z308	-0.0012663218125029668
O860	D259	-0.0012669476236733535
Z305	9775	-0.0012673664468729482
O469	J680	-0.0012675307385296346
8879	734	-0.0012680097005744254
O363	J180	-0.001268144506218211
L024	A09	-0.0012686589248193003
O440	B909	-0.0012687836556546403
O235	I849	-0.0012702531189378017
O632	N946	-0.0012704629576597904
Z305	E780	-0.0012713155194566384
Z300	R69	-0.001271584531833837
Z308	O235	-0.001273142462344211
P229	9659	-0.0012739747980436698
Z355	R202	-0.0012740304384285485
Z301	B379	-0.0012744780815910788
H663	9716	-0.0012753993584744957
O860	9789	-0.0012754448870609843
L024	7534	-0.0012756843597023458
H522	causal_A10	-0.0012762069659352923
O120	K290	-0.0012769692962357583
causal_A03	9775	-0.0012769829622047194
K073	598	-0.0012773889784017882
N920	H522	-0.0012775356145230874
O411	9775	-0.0012776957320165456
M545	causal_A11	-0.0012777375418762662
H669	9131	-0.0012781674237856736
R69	K029	-0.0012786060733405095
N760	9775	-0.0012795964830722762
P229	8905	-0.001280868263006152
E780	causal_A03	-0.001280961999539736
R12	897	-0.001280980119084555
O411	E780	-0.001281676990321629
Z012	O109	-0.0012835505402915535
N760	E780	-0.0012835836640499821
Z012	H527	-0.0012836880273601903
O632	O363	-0.001284959592314618
H811	H522	-0.0012853493453744847
H531	8876	-0.0012853595588982693
I842	8602	-0.0012861373253992365
I842	7171	-0.0012870870996913952
I849	causal_A10	-0.0012871826780215326
M545	H531	-0.0012873791767925213
O985	H522	-0.0012878991445332837
I219	9904	-0.001288421414888424
N920	I849	-0.0012885227533300993
Z368	R53	-0.0012888467897314668
9904	9389	-0.001288929392654392
O262	J40	-0.0012889562780312397
Z090	O860	-0.0012894771404263871
O365	J680	-0.0012894985144059235
9394	9131	-0.001290027261809694
Z308	causal_A10	-0.0012901105297448263
Z368	L024	-0.0012903062241221765
Z305	R53	-0.0012904452421716784
Z719	J398	-0.0012908314088072603
T384	O141	-0.0012911410315792438
O622	K089	-0.0012913402268734753
Z308	N920	-0.0012914536532161935
O600	9783	-0.0012930676383666934
O109	G439	-0.001293236322582719
Z012	K529	-0.001293254610571472
H527	G439	-0.0012933748471373142
O109	8749	-0.0012936508014245894
Z320	O311	-0.0012942899983978506
O262	9616	-0.0012945741854694063
Z479	K30	-0.001294930326315264
R202	697	-0.0012952499256574182
O860	O469	-0.001295418840623963
Q501	I10	-0.0012962085913037899
I849	H811	-0.0012964036843038495
O479	O262	-0.0012966196815451104
O235	9775	-0.001296851154886282
K290	H531	-0.0012972129701876722
O149	I219	-0.0012973375827937735
O149	9389	-0.0012978490758791305
Z014	R69	-0.0012983576806067623
Z710	K529	-0.0012986871246133103
M069	9131	-0.0012987588441360103
O985	I849	-0.0012989754123940778
H663	8602	-0.0012991097333218738
N946	I842	-0.0012991406582731281
Z308	H811	-0.0012993525103140165
H663	7171	-0.0013000690873500782
R53	causal_A03	-0.00130023687464602
J060	9783	-0.0013004410209883047
O235	E780	-0.0013008921008609746
R53	O411	-0.001300962624024362
R69	O345	-0.0013018290511061924
Z308	O985	-0.0013019300881103619
O440	K089	-0.0013021966487263598
Z719	B909	-0.0013026412900412228
R53	N760	-0.0013028979878321287
O149	I959	-0.0013029871858607901
K529	G439	-0.0013030136206076243
K529	8749	-0.001303431233051269
Z479	9929	-0.0013068078290154387
causal_A06	9783	-0.0013083650561241406
D500	9131	-0.0013113836879502109
N946	H663	-0.0013122442221278462
Z018	I500	-0.001312761047600339
O619	B379	-0.0013130307173323645
O363	I842	-0.001313964520214338
causal_A10	9775	-0.0013141352047552365
Z038	O262	-0.0013148958331645052
Z305	Z099	-0.001314917854108054
R12	O622	-0.0013149200577468338
Z360	J680	-0.001315185771563557
N920	9775	-0.0013155033401176714
O622	9764	-0.0013166400103986526
O860	O365	-0.0013178699496124938
E780	causal_A10	-0.0013182300072649119
Z354	I500	-0.0013187380815106997
Z508	5794	-0.001318880143407964
N920	E780	-0.0013196024056928838
Q501	897	-0.0013201206702436823
R53	O235	-0.001320466867935718
T384	J069	-0.0013210101829250916
N342	9918	-0.001321050259356607
O109	I959	-0.0013227241557485368
I959	H527	-0.0013228658388850245
H811	9775	-0.001323549291181487
J180	8876	-0.0013241920722734768
Z355	E780	-0.0013245235405122638
O150	O120	-0.001324558089576757
Z099	causal_A03	-0.0013248951797090395
Z099	O411	-0.0013256346925497493
R12	O440	-0.0013259747175233703
O985	9775	-0.0013261748691006593
I219	9764	-0.0013265559997540203
9764	9389	-0.0013270790126024697
O363	H663	-0.001327217602458605
R202	H521	-0.0013273494000015436
Z099	N760	-0.001327606759507278
Z000	J680	-0.0013283987457463284
O991	O120	-0.0013292957461017707
O985	E780	-0.0013303071868149678
P229	9357	-0.0013354278737051218
K290	J180	-0.001336403591722824
Z305	B373	-0.0013366065156724752
L209	I842	-0.0013370486205769626
R53	causal_A10	-0.0013380656610615762
R69	8879	-0.001338536161723441
T384	O410	-0.0013390083575673718
R53	N920	-0.0013394587102277201
Z710	Z012	-0.0013395604719419478
P229	O441	-0.0013400651187713975
Z301	R202	-0.0013406046903205956
O268	J398	-0.001341286943975339
O632	8876	-0.0013417503265508884
J398	causal_A11	-0.0013433273116200922
Z479	734	-0.0013433390354102425
O632	M545	-0.0013438585482899257
H522	9131	-0.0013439834936070719
Z012	G439	-0.0013440231349738647
O262	9716	-0.0013441059768342892
Z360	O860	-0.001344122375586796
Z012	8749	-0.001344453890855699
N390	B379	-0.0013447199751689773
Z099	O235	-0.0013455088241343407
O150	H531	-0.0013455561841849816
causal_A03	B373	-0.0013467484103696938
O411	B373	-0.0013475001209632236
R53	H811	-0.001347651178392921
I500	H669	-0.0013486011971872423
N760	B373	-0.0013495047157974479
K073	897	-0.0013495738457547641
Z710	G439	-0.0013496689099743986
Z710	8749	-0.0013501014753118752
R53	O985	-0.0013503245681955943
O991	H531	-0.001350368946338086
L209	H663	-0.0013505345367190568
O600	O150	-0.0013510172721269773
O268	B909	-0.0013535584454220874
O632	K290	-0.0013541237658401132
G439	8749	-0.0013545992550417648
Q501	O622	-0.0013550976491456357
I849	9131	-0.0013555421014643928
causal_A11	B909	-0.00135561748049493
Z300	J398	-0.0013560010103107797
Z000	O860	-0.0013576260604881518
Z308	9131	-0.0013586254449164436
R69	O600	-0.0013596434225076597
I500	9394	-0.0013611145748988786
Z355	O311	-0.0013626240399937754
I219	A09	-0.0013628271503164091
A09	9389	-0.0013633644635600536
K291	J680	-0.0013634353236805128
Z099	causal_A10	-0.001363441369074216
K029	J398	-0.0013634886897550733
O610	J680	-0.0013648055055700335
Z099	N920	-0.0013648608366758064
Q501	O440	-0.0013664900857908572
J459	B379	-0.0013671998742182136
R69	J060	-0.0013673964362644051
O235	B373	-0.001367702062618948
9789	9783	-0.0013689225982425552
L024	9659	-0.0013689837787232478
O262	8602	-0.0013690936454640117
Z305	J40	-0.0013697572588597792
O262	7171	-0.0013701046805343448
M069	I500	-0.0013703273135155835
I219	7534	-0.0013703740592690126
Z380	B379	-0.001371874973779837
Z479	O141	-0.0013719887117047424
I842	8876	-0.0013720371711466953
J680	6909	-0.0013731896291993718
Z099	H811	-0.001373208670669851
M545	I842	-0.0013741929810121146
Z305	9616	-0.0013757273368395463
Z099	O985	-0.0013759327599005998
K029	B909	-0.0013759633160933338
O140	B379	-0.0013759709010673043
L024	8905	-0.0013763913363324255
Z018	O109	-0.0013765745324894043
Z018	H527	-0.0013767219837932164
Z305	O479	-0.0013779010592148706
Z719	O120	-0.0013801106027707911
J40	causal_A03	-0.0013801506945637818
Z710	I959	-0.0013804434953722138
O411	J40	-0.0013809210492053564
R202	O619	-0.0013811576390437945
B379	9139	-0.0013813171837314048
O13	K089	-0.001382369683150147
O141	J060	-0.0013824660227843807
O262	N946	-0.0013829356979885472
N760	J40	-0.0013829753623473017
Z354	H527	-0.0013829902334518778
I500	D500	-0.0013836478528758678
Z090	9783	-0.0013839832793711437
Z355	Z000	-0.001384062336635374
Z014	J398	-0.0013845515438131342
K290	I842	-0.0013846899116010704
Z369	O268	-0.001384955210516993
O311	697	-0.0013853190891352527
O622	K073	-0.0013853311950528257
I959	8749	-0.001385486260101882
H663	8876	-0.001385875993420802
causal_A10	B373	-0.0013859303924907865
Z368	I219	-0.0013860812548207623
causal_A03	9616	-0.001386166072267781
O150	J180	-0.001386207321954232
Z368	9389	-0.0013866277363143932
O411	9616	-0.0013869397844939436
Z018	K529	-0.001386981895186259
N832	J680	-0.001387036053525915
N920	B373	-0.0013873732732328295
M545	H663	-0.0013880535475019424
E780	9131	-0.00138823828565861
O345	J398	-0.0013882533676279568
O479	causal_A03	-0.0013883562884033798
N760	9616	-0.0013890030513559698
O479	O411	-0.0013891312231386528
O469	9783	-0.0013903604484325999
O991	J180	-0.0013911654843945967
O479	N760	-0.0013911977500558562
Z354	K529	-0.0013932968584782692
O860	K291	-0.001393433510190141
O860	O610	-0.0013948338387073191
B379	598	-0.0013951554982216108
O440	K073	-0.001396977808038371
Z014	B909	-0.001397218875252091
Z018	734	-0.0013972842969396779
Z305	Z038	-0.001397322890483238
O985	B373	-0.001398627820184714
K290	H663	-0.0013986563536150956
O345	B909	-0.0014009545672360386
O235	J40	-0.0014016240428718493
O860	6909	-0.0014034024291000578
Z479	J069	-0.0014037281866974096
O632	O150	-0.0014045878735036309
R12	O13	-0.001407611708964654
O235	9616	-0.0014077330120222207
Z038	causal_A03	-0.0014079254885129419
Z038	O411	-0.0014087113461345381
R53	9131	-0.0014091273671295412
O991	O632	-0.0014096117791769474
O479	O235	-0.0014099573050684263
N760	9929	-0.0014123438166621241
O109	H669	-0.001414156876404413
H669	H527	-0.0014143083533272461
O365	9783	-0.001414457005455592
R202	N390	-0.0014144911018076085
O860	N832	-0.0014175535012577087
O901	9918	-0.0014179976884595043
I500	H522	-0.0014180440799388431
O311	H521	-0.0014196506985655697
Z309	J680	-0.0014198649946182305
J40	causal_A10	-0.0014203044748998016
9904	8879	-0.0014205296104668336
N920	J40	-0.001421783142216824
Z479	O410	-0.0014228533572536732
O262	L209	-0.0014232887374910216
K089	9904	-0.001423369364933471
K529	H669	-0.0014248483741550137
causal_A10	9616	-0.0014264948625927428
O109	9394	-0.001427278531032828
J398	8879	-0.0014273973473228842
H527	9394	-0.001427431413473584
N920	9616	-0.0014279799746710529
Z305	9716	-0.0014283641344738863
O479	causal_A10	-0.0014287488003579465
R69	D259	-0.0014298143134386515
Z038	O235	-0.0014298309764659083
O479	N920	-0.0014302362589888996
Z018	Z012	-0.0014306341280159978
O149	K089	-0.0014332194032122302
O985	J40	-0.0014333168263625106
Z308	I500	-0.001433492880071593
Z301	O311	-0.0014338277360239713
O268	O120	-0.0014340558496678778
L024	9357	-0.0014350198289349613
J40	9659	-0.00143525865004413
Z099	9131	-0.0014358507228390716
O120	causal_A11	-0.0014362373375051958
O150	I842	-0.0014362931273039319
Z710	Z018	-0.0014366437257701337
H811	9616	-0.0014367138612736386
O109	M069	-0.0014369391020694318
M069	H527	-0.0014370930192972834
Z354	Z012	-0.0014371478410203568
K529	9394	-0.0014380692328742693
R202	J459	-0.0014381373759432257
O479	H811	-0.0014389839455937
causal_A03	9716	-0.0014392022670714972
R69	9789	-0.0014394039038696555
O985	9616	-0.0014395639282996585
O441	L024	-0.0014400029049586795
O411	9716	-0.0014400055823598694
B909	8879	-0.0014404566771613245
K529	897	-0.001440859385443815
Z018	G439	-0.0014414298156606947
O991	I842	-0.0014414304357858864
Z018	8749	-0.0014418917901259413
N760	9716	-0.00144214779200569
Z360	9783	-0.0014426334790381633
Z305	O321	-0.0014429718343714915
Z380	R202	-0.0014430550442061923
Z710	Z354	-0.001443184800613421
Z301	M545	-0.001443367166639006
Z719	J180	-0.0014443454294143997
I10	B379	-0.0014472960203557894
R202	O140	-0.0014473634896721322
M069	K529	-0.0014478028410464003
Z354	G439	-0.0014479926816933749
Z354	8749	-0.0014484567595439875
Z038	causal_A10	-0.0014488873421884803
Z320	O860	-0.0014490557148143222
R12	9904	-0.0014493600436228395
Z300	O120	-0.0014497876011789466
O600	J398	-0.0014499058524521152
Z038	N920	-0.0014503957668969736
Q501	O13	-0.0014506215084853162
O150	H663	-0.0014507800564798757
O109	D500	-0.0014509071545764246
H527	D500	-0.00145106256798599
Z309	O860	-0.0014511047418899043
Z360	N390	-0.0014511893288478215
J060	734	-0.0014522387855325156
R202	9139	-0.001452987165532913
Z305	8602	-0.0014549182085513521
Z090	R69	-0.0014552400097495686
O991	H663	-0.001455969181562937
Z305	7171	-0.0014559926225192984
O268	H531	-0.001456789801956128
Z000	9783	-0.0014571268527695134
O120	K029	-0.0014577931592414785
J398	J060	-0.001458173564279264
H531	causal_A11	-0.0014590058727132161
Z038	H811	-0.0014592667541496825
R12	O149	-0.0014593899432723853
B373	9131	-0.0014595340885224825
I500	9775	-0.0014601876475239712
O262	8876	-0.0014605340621533659
O268	M545	-0.0014609497909655806
O235	9716	-0.0014615943809782356
K529	D500	-0.0014618764966908354
R69	O469	-0.0014619455182010791
Z038	O985	-0.00146216156026151
O600	B909	-0.0014631711137245236
Z719	O632	-0.0014634968688789789
Z368	K290	-0.0014644918476253294
I500	E780	-0.0014647375446846097
K089	9764	-0.0014654981274820472
causal_A03	8602	-0.0014659578279818588
O411	8602	-0.001466776077347603
causal_A03	7171	-0.0014670403943856285
J398	causal_A06	-0.0014670587181412785
R202	598	-0.0014675434843873742
O411	7171	-0.0014678592479941415
N760	8602	-0.0014689581118417542
Z012	H669	-0.0014696923718986662
N760	7171	-0.0014700428938698518
I219	9659	-0.0014705987759845846
9659	9389	-0.0014711785796655231
J060	B909	-0.0014715144672731058
Z300	H531	-0.0014727709474318812
B379	897	-0.0014739953162330875
O262	K290	-0.0014740029089150381
Z018	I959	-0.0014742966948016816
P229	K297	-0.001475240471837183
O619	O311	-0.0014772006580210063
I219	8905	-0.0014785561713430157
9389	8905	-0.0014791391123324513
Z014	O120	-0.00148031280666368
O365	D259	-0.0014804384201257085
causal_A06	B909	-0.0014804809118519771
N946	causal_A03	-0.0014807792138779358
H669	G439	-0.0014807827963977758
K029	H531	-0.0014809034168597208
Z354	I959	-0.0014810092045661268
causal_A10	9716	-0.0014810740799879878
H669	8749	-0.001481257383389742
O411	N946	-0.0014816057360585468
N920	9716	-0.0014826160140477196
O13	K073	-0.0014829862845651485
Z012	9394	-0.0014833293283342082
N946	N760	-0.0014838098317466995
O345	O120	-0.0014842706637908016
Z305	O363	-0.001486397189551643
R53	I500	-0.0014867777248408394
O109	H522	-0.001486975386702494
Q501	O342	-0.0014869846428916483
Z380	Z354	-0.0014870986051621318
R69	O365	-0.0014872827274000102
J180	9921	-0.001487781483960803
Z355	O150	-0.001488284517655868
N390	9918	-0.001488594750268507
O235	8602	-0.0014887662235970288
Z710	9394	-0.0014895602803368072
O235	7171	-0.0014898656333213686
I10	9789	-0.0014905179751133059
E780	8879	-0.0014905609041542338
R12	9764	-0.001492258076000165
Z355	J680	-0.0014927181945930254
Z012	M069	-0.001493369280616508
Q501	9904	-0.0014936454701480293
G439	9394	-0.0014945226584646882
O985	9716	-0.001494643182118696
K291	9783	-0.0014955586404453711
J40	9131	-0.0014957337023790403
Z719	I842	-0.001496531854120443
O610	9783	-0.001497061599422533
K529	H522	-0.0014982174166803775
O440	H811	-0.0014992550607690852
Z710	M069	-0.0014996424069759528
O109	I849	-0.0014997637620622329
I849	H527	-0.0014999244087321425
O363	N760	-0.0015007408637644055
J180	causal_A11	-0.0015030844845423284
Z308	O109	-0.0015031751550136669
Z308	H527	-0.0015033361670922787
Z014	H531	-0.0015037800661276968
O235	N946	-0.001503818210966115
Q501	O149	-0.0015039818349671808
O479	9131	-0.001504626487263176
M069	8749	-0.001505120605728693
9783	6909	-0.0015062581842008394
Z012	D500	-0.001507885873903941
causal_A10	8602	-0.0015086080609201297
causal_A10	7171	-0.0015097221232520377
N920	8602	-0.001510178660377206
Z508	Z369	-0.0015106463616310253
K529	I849	-0.001511102476425343
N920	7171	-0.001511293882551804
Z305	L209	-0.0015125106358202544
O311	N390	-0.0015128520650254452
O622	B379	-0.0015130492483590309
Z349	N342	-0.0015138413342324604
Z710	D500	-0.0015142199794385316
Z308	K529	-0.0015145396606517168
I959	H669	-0.001514546985727209
Z099	I500	-0.0015149736785327014
Z360	R69	-0.0015169099145912995
Z300	J180	-0.0015172654214630076
J680	697	-0.0015175800139943971
G439	D500	-0.0015192645098336868
H811	8602	-0.0015194152949220916
D500	8749	-0.0015197514301136805
H811	7171	-0.001520537338077726
O622	D259	-0.001520665693446199
O632	O268	-0.0015207014869510584
R202	I10	-0.0015223893303250536
O985	8602	-0.0015224294201135512
O632	causal_A11	-0.001523014780255581
O985	7171	-0.0015235536891053192
8905	697	-0.0015236114355003578
N946	causal_A10	-0.001523860656741903
L209	causal_A03	-0.0015239872547262645
J398	D259	-0.0015247351670545218
O411	L209	-0.0015248378941936556
Z355	O860	-0.0015255608516917835
K029	J180	-0.0015256435841808171
O440	B379	-0.0015257695993445783
Z038	9131	-0.0015258345424955424
K073	9904	-0.001526970152625623
N760	L209	-0.0015271063037685612
I959	9394	-0.0015286001383869009
O262	O150	-0.001528934550589735
I849	I10	-0.0015311216503047706
O109	9775	-0.001531167558566015
Z368	K089	-0.00153125799728808
H527	9775	-0.0015313315690513875
Z000	R69	-0.0015321495042990533
R12	A09	-0.0015330599097413736
O991	O262	-0.001534403217331269
Z369	K297	-0.0015344684461336695
N946	H811	-0.0015347771559461642
J398	9789	-0.0015349613800976828
O109	E780	-0.0015359386268298779
